library_path,block_name,mask_type,port_structure,physical_port_count,inport_count,outport_count,likely_compatible_with_l01,requires_control_input,note
"sps_lib/Power Electronics/Power Electronics Control/SVPWM Generator\n(3-Level)/Pulses Generation/Multiport\nSwitch3","Multiport\nSwitch3","",Inport:7;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,7,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Electronics/Power Electronics Control/SVPWM Generator\n(3-Level)/Pulses Generation/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Electronics/Power Electronics Control/SVPWM Generator\n(3-Level)/Pulses Generation/Switch1","Switch1","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Electronics/Power Electronics Control/SVPWM Generator\n(3-Level)/Pulses Generation/Switch10","Switch10","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Electronics/Power Electronics Control/SVPWM Generator\n(3-Level)/Pulses Generation/Switch11","Switch11","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Electronics/Power Electronics Control/SVPWM Generator\n(3-Level)/Pulses Generation/Switch12","Switch12","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Electronics/Power Electronics Control/SVPWM Generator\n(3-Level)/Pulses Generation/Switch13","Switch13","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Electronics/Power Electronics Control/SVPWM Generator\n(3-Level)/Pulses Generation/Switch14","Switch14","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Electronics/Power Electronics Control/SVPWM Generator\n(3-Level)/Pulses Generation/Switch15","Switch15","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Electronics/Power Electronics Control/SVPWM Generator\n(3-Level)/Pulses Generation/Switch16","Switch16","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Electronics/Power Electronics Control/SVPWM Generator\n(3-Level)/Pulses Generation/Switch17","Switch17","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Electronics/Power Electronics Control/SVPWM Generator\n(3-Level)/Pulses Generation/Switch2","Switch2","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Electronics/Power Electronics Control/SVPWM Generator\n(3-Level)/Pulses Generation/Switch3","Switch3","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Electronics/Power Electronics Control/SVPWM Generator\n(3-Level)/Pulses Generation/Switch4","Switch4","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Electronics/Power Electronics Control/SVPWM Generator\n(3-Level)/Pulses Generation/Switch5","Switch5","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Electronics/Power Electronics Control/SVPWM Generator\n(3-Level)/Pulses Generation/Switch6","Switch6","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Electronics/Power Electronics Control/SVPWM Generator\n(3-Level)/Pulses Generation/Switch7","Switch7","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Electronics/Power Electronics Control/SVPWM Generator\n(3-Level)/Pulses Generation/Switch8","Switch8","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Electronics/Power Electronics Control/SVPWM Generator\n(3-Level)/Pulses Generation/Switch9","Switch9","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Electronics/Three-Level\nNPC Converter/Model/D5a/Model/iSwitch","iSwitch","",Inport:1;Outport:0;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,1,0,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Electronics/Three-Level\nNPC Converter/Model/D5a1/Model/iSwitch","iSwitch","",Inport:1;Outport:0;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,1,0,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Electronics/Three-Level\nNPC Converter/Model/D5a2/Model/iSwitch","iSwitch","",Inport:1;Outport:0;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,1,0,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Electronics/Three-Level\nNPC Converter/Model/D6a/Model/iSwitch","iSwitch","",Inport:1;Outport:0;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,1,0,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Electronics/Three-Level\nNPC Converter/Model/D6a1/Model/iSwitch","iSwitch","",Inport:1;Outport:0;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,1,0,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Electronics/Three-Level\nNPC Converter/Model/D6a2/Model/iSwitch","iSwitch","",Inport:1;Outport:0;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,1,0,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Electronics/Three-Level Bridge/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Electronics/Three-Level Bridge/Model/iSwitch","iSwitch","",Inport:1;Outport:0;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,1,0,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Electronics/Thyristor/Model/iSwitch","iSwitch","",Inport:1;Outport:0;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,1,0,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Electronics/Universal Bridge/Model/iSwitch","iSwitch","",Inport:1;Outport:0;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,1,0,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Breaker/Model/Switch3","Switch3","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Distributed Parameters Line/Model/Switch1","Switch1","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Distributed Parameters Line/Model/Switch2","Switch2","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Distributed Parameters Line/Model/Switch3","Switch3","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Distributed Parameters Line/Model/Switch4","Switch4","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase\nTap-Changing Transformer\n(Three-Windings)/Control Type/Tap control/Edge Detector2/Model/Multiport\nSwitch","Multiport\nSwitch","",Inport:4;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,4,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase\nTap-Changing Transformer\n(Three-Windings)/Control Type/Tap control/Edge Detector3/Model/Multiport\nSwitch","Multiport\nSwitch","",Inport:4;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,4,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase\nTap-Changing Transformer\n(Three-Windings)/Tap Changer\nControl/Edge Detector/Multiport\nSwitch","Multiport\nSwitch","",Inport:4;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,4,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase\nTap-Changing Transformer\n(Three-Windings)/Tap Changer\nControl/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase\nTap-Changing Transformer\n(Two-Windings)/Control Type/Tap control/Edge Detector2/Model/Multiport\nSwitch","Multiport\nSwitch","",Inport:4;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,4,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase\nTap-Changing Transformer\n(Two-Windings)/Control Type/Tap control/Edge Detector3/Model/Multiport\nSwitch","Multiport\nSwitch","",Inport:4;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,4,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase\nTap-Changing Transformer\n(Two-Windings)/Tap Changer\nControl/Edge Detector/Multiport\nSwitch","Multiport\nSwitch","",Inport:4;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,4,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase\nTap-Changing Transformer\n(Two-Windings)/Tap Changer\nControl/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase Breaker/Breaker A/Model/Switch3","Switch3","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase Breaker/Breaker B/Model/Switch3","Switch3","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase Breaker/Breaker C/Model/Switch3","Switch3","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase Breaker/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase Breaker/Switch1","Switch1","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase Breaker/Switch2","Switch2","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase Breaker/Switch3","Switch3","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase Fault/Fault A/Model/Switch3","Switch3","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase Fault/Fault B/Model/Switch3","Switch3","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase Fault/Fault C/Model/Switch3","Switch3","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase Fault/Switch3","Switch3","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase OLTC\nPhase Shifting Transformer\nDelta-Hexagonal\n(Phasor Type)/Tap Changer\nControl/Edge Detector/Multiport\nSwitch","Multiport\nSwitch","",Inport:4;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,4,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase OLTC\nPhase Shifting Transformer\nDelta-Hexagonal\n(Phasor Type)/Tap Changer\nControl/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase OLTC\nRegulating Transformer\n(Phasor Type)/Switch1","Switch1","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase OLTC\nRegulating Transformer\n(Phasor Type)/Switch2","Switch2","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase OLTC\nRegulating Transformer\n(Phasor Type)/Tap Changer\nControl/Edge Detector/Multiport\nSwitch","Multiport\nSwitch","",Inport:4;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,4,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase OLTC\nRegulating Transformer\n(Phasor Type)/Tap Changer\nControl/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase OLTC\nRegulating Transformer\n(Phasor Type)/Voltage regulator/On//Off Delay/OFF Delay/Edge Detector/Multiport\nSwitch","Multiport\nSwitch","",Inport:4;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,4,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase OLTC\nRegulating Transformer\n(Phasor Type)/Voltage regulator/On//Off Delay/OFF Delay/Sample & Hold/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase OLTC\nRegulating Transformer\n(Phasor Type)/Voltage regulator/On//Off Delay/ON Delay/Edge Detector/Multiport\nSwitch","Multiport\nSwitch","",Inport:4;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,4,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase OLTC\nRegulating Transformer\n(Phasor Type)/Voltage regulator/On//Off Delay/ON Delay/Sample & Hold/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase OLTC\nRegulating Transformer\n(Phasor Type)/Voltage regulator/On//Off Delay1/OFF Delay/Edge Detector/Multiport\nSwitch","Multiport\nSwitch","",Inport:4;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,4,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase OLTC\nRegulating Transformer\n(Phasor Type)/Voltage regulator/On//Off Delay1/OFF Delay/Sample & Hold/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase OLTC\nRegulating Transformer\n(Phasor Type)/Voltage regulator/On//Off Delay1/ON Delay/Edge Detector/Multiport\nSwitch","Multiport\nSwitch","",Inport:4;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,4,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase OLTC\nRegulating Transformer\n(Phasor Type)/Voltage regulator/On//Off Delay1/ON Delay/Sample & Hold/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase OLTC\nRegulating Transformer\n(Phasor Type)/Voltage regulator/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase OLTC\nRegulating Transformer\n(Phasor Type)/Voltage regulator/Switch1","Switch1","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase OLTC\nRegulating Transformer\n(Phasor Type)/Voltage regulator/Switch2","Switch2","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase OLTC\nRegulating Transformer\n(Phasor Type)/Z & Voltage Ratio/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Power Grid Elements/Three-Phase OLTC\nRegulating Transformer\n(Phasor Type)/Z & Voltage Ratio/Switch1","Switch1","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Digital\nFlickermeter/Digital Flickermeter \nmodules/MODULE 1/RMS/RMS /Fourier1/Mean/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Digital\nFlickermeter/Digital Flickermeter \nmodules/MODULE 1/RMS/RMS /Fourier1/Mean value1/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Digital\nFlickermeter/Digital Flickermeter \nmodules/MODULE 1/RMS/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Digital\nFlickermeter/Digital Flickermeter \nmodules/MODULE 1/RMS/TrueRMS /Mean value/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Digital\nFlickermeter/Digital Flickermeter \nmodules/MODULE 1/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Digital\nFlickermeter/Digital Flickermeter \nmodules/MODULE 4/Edge Detector/Model/Multiport\nSwitch","Multiport\nSwitch","",Inport:4;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,4,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Digital\nFlickermeter/Digital Flickermeter \nmodules/MODULE 4/Sample and\nHold/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Digital\nFlickermeter/Digital Flickermeter \nmodules/MODULE 4/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Digital\nFlickermeter/Digital Flickermeter \nmodules/Monostable/Model/Discrete\nEdge Detector/Multiport\nSwitch","Multiport\nSwitch","",Inport:4;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,4,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Digital\nFlickermeter/Digital Flickermeter \nmodules/Monostable/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Digital\nFlickermeter/Digital Flickermeter \nmodules/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Digital\nFlickermeter/Digital Flickermeter \nmodules/Voltage fluctuation\ngenerator\n (part of Module 1)/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Fourier/Mean/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Fourier/Mean value1/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
"sps_lib/Sensors and Measurements/Fundamental\n(PLL-Driven)/Mean\n(Variable Frequency)1/Model/Switch","Switch","",Inport:3;Outport:1;Enable:0;Trigger:0;State:0;LConn:0;RConn:0;Ifaction:0;Reset:0;Event:0,0,3,1,0,1,Candidate is not clearly compatible with the four-port IEEE39 line block.
